NUMBER OF OBSERVATIONS								
19571								
DAY	MONTH	YEAR	RAIN	PET	GWL	ABS		
01	01	1967	0.007	0.417533789	5	0	-9999	
02	01	1967	0	0.417533789	-9999	0	-9999	
03	01	1967	0	0.417533789	-9999	0	-9999	
04	01	1967	0.03	0.417533789	-9999	0	-9999	
05	01	1967	0.057	0.417533789	-9999	0	-9999	
06	01	1967	0.754	0.417533789	-9999	0	-9999	
07	01	1967	0.031	0.417533789	-9999	0	-9999	
08	01	1967	0.072	0.417533789	-9999	0	-9999	
09	01	1967	0.013	0.417533789	-9999	0	-9999	
10	01	1967	0.021	0.417533789	-9999	0	-9999	
11	01	1967	0.001	0.417533789	-9999	0	-9999	
12	01	1967	0.011	0.417533789	-9999	0	-9999	
13	01	1967	0.001	0.417533789	-9999	0	-9999	
14	01	1967	0.137	0.417533789	-9999	0	-9999	
15	01	1967	0.024	0.417533789	-9999	0	-9999	
16	01	1967	0.001	0.417533789	-9999	0	-9999	
17	01	1967	0.021	0.417533789	-9999	0	-9999	
18	01	1967	1.348	0.417533789	-9999	0	-9999	
19	01	1967	0.004	0.417533789	-9999	0	-9999	
20	01	1967	1.537	0.417533789	-9999	0	-9999	
21	01	1967	0.182	0.417533789	-9999	0	-9999	
22	01	1967	8.528	0.417533789	-9999	0	-9999	
23	01	1967	0.785	0.417533789	-9999	0	-9999	
24	01	1967	0.947	0.417533789	-9999	0	-9999	
25	01	1967	2.011	0.417533789	-9999	0	-9999	
26	01	1967	0.704	0.417533789	-9999	0	-9999	
27	01	1967	0.791	0.417533789	-9999	0	-9999	
28	01	1967	1.858	0.417533789	-9999	0	-9999	
29	01	1967	0.242	0.417533789	-9999	0	-9999	
30	01	1967	1.95	0.417533789	-9999	0	-9999	
31	01	1967	1.756	0.417533789	-9999	0	-9999	
01	02	1967	1.334	0.739725217	-9999	0	-9999	
02	02	1967	0.025	0.739725217	-9999	0	-9999	
03	02	1967	0	0.739725217	-9999	0	-9999	
04	02	1967	0	0.739725217	-9999	0	-9999	
05	02	1967	0.002	0.739725217	-9999	0	-9999	
06	02	1967	0.002	0.739725217	-9999	0	-9999	
07	02	1967	0.003	0.739725217	-9999	0	-9999	
08	02	1967	0	0.739725217	-9999	0	-9999	
09	02	1967	0.002	0.739725217	-9999	0	-9999	
10	02	1967	0.002	0.739725217	-9999	0	-9999	
11	02	1967	0	0.739725217	-9999	0	-9999	
12	02	1967	0.002	0.739725217	-9999	0	-9999	
13	02	1967	0.001	0.739725217	-9999	0	-9999	
14	02	1967	0	0.739725217	-9999	0	-9999	
15	02	1967	2.436	0.739725217	-9999	0	-9999	
16	02	1967	1.744	0.739725217	-9999	0	-9999	
17	02	1967	6.772	0.739725217	-9999	0	-9999	
18	02	1967	3.713	0.739725217	-9999	0	-9999	
19	02	1967	3.305	0.739725217	-9999	0	-9999	
20	02	1967	3.981	0.739725217	-9999	0	-9999	
21	02	1967	0.431	0.739725217	-9999	0	-9999	
22	02	1967	4.144	0.739725217	-9999	0	-9999	
23	02	1967	0.276	0.739725217	-9999	0	-9999	
24	02	1967	1.066	0.739725217	-9999	0	-9999	
25	02	1967	1.513	0.739725217	-9999	0	-9999	
26	02	1967	0.107	0.739725217	-9999	0	-9999	
27	02	1967	13.363	0.739725217	-9999	0	-9999	
28	02	1967	0.482	0.739725217	-9999	0	-9999	
01	03	1967	0.177	1.824655535	-9999	0	-9999	
02	03	1967	0.21	1.824655535	-9999	0	-9999	
03	03	1967	0.206	1.824655535	-9999	0	-9999	
04	03	1967	1.463	1.824655535	-9999	0	-9999	
05	03	1967	0.084	1.824655535	-9999	0	-9999	
06	03	1967	0	1.824655535	-9999	0	-9999	
07	03	1967	0.994	1.824655535	-9999	0	-9999	
08	03	1967	10.004	1.824655535	-9999	0	-9999	
09	03	1967	3.552	1.824655535	-9999	0	-9999	
10	03	1967	0.076	1.824655535	-9999	0	-9999	
11	03	1967	0.013	1.824655535	-9999	0	-9999	
12	03	1967	0.132	1.824655535	-9999	0	-9999	
13	03	1967	0.003	1.824655535	-9999	0	-9999	
14	03	1967	0.047	1.824655535	-9999	0	-9999	
15	03	1967	0	1.824655535	-9999	0	-9999	
16	03	1967	0.001	1.824655535	-9999	0	-9999	
17	03	1967	0.005	1.824655535	-9999	0	-9999	
18	03	1967	0.001	1.824655535	-9999	0	-9999	
19	03	1967	0.001	1.824655535	-9999	0	-9999	
20	03	1967	0	1.824655535	-9999	0	-9999	
21	03	1967	0	1.824655535	-9999	0	-9999	
22	03	1967	0.251	1.824655535	-9999	0	-9999	
23	03	1967	0.262	1.824655535	-9999	0	-9999	
24	03	1967	0.213	1.824655535	-9999	0	-9999	
25	03	1967	5.68	1.824655535	-9999	0	-9999	
26	03	1967	0.179	1.824655535	-9999	0	-9999	
27	03	1967	0.27	1.824655535	-9999	0	-9999	
28	03	1967	0.402	1.824655535	-9999	0	-9999	
29	03	1967	0.21	1.824655535	-9999	0	-9999	
30	03	1967	0.203	1.824655535	-9999	0	-9999	
31	03	1967	0.983	1.824655535	-9999	0	-9999	
01	04	1967	1.531	1.801641861	-9999	0	-9999	
02	04	1967	1.495	1.801641861	-9999	0	-9999	
03	04	1967	0.255	1.801641861	-9999	0	-9999	
04	04	1967	0.136	1.801641861	-9999	0	-9999	
05	04	1967	1.872	1.801641861	-9999	0	-9999	
06	04	1967	3.887	1.801641861	-9999	0	-9999	
07	04	1967	2.89	1.801641861	-9999	0	-9999	
08	04	1967	2.194	1.801641861	-9999	0	-9999	
09	04	1967	0.3	1.801641861	-9999	0	-9999	
10	04	1967	3.59	1.801641861	-9999	0	-9999	
11	04	1967	1.021	1.801641861	-9999	0	-9999	
12	04	1967	0.241	1.801641861	-9999	0	-9999	
13	04	1967	0.036	1.801641861	-9999	0	-9999	
14	04	1967	0.001	1.801641861	-9999	0	-9999	
15	04	1967	0	1.801641861	-9999	0	-9999	
16	04	1967	0.001	1.801641861	-9999	0	-9999	
17	04	1967	0	1.801641861	-9999	0	-9999	
18	04	1967	0	1.801641861	-9999	0	-9999	
19	04	1967	0.035	1.801641861	-9999	0	-9999	
20	04	1967	0.558	1.801641861	-9999	0	-9999	
21	04	1967	0.595	1.801641861	-9999	0	-9999	
22	04	1967	3.383	1.801641861	-9999	0	-9999	
23	04	1967	0.123	1.801641861	-9999	0	-9999	
24	04	1967	11.176	1.801641861	-9999	0	-9999	
25	04	1967	0.368	1.801641861	-9999	0	-9999	
26	04	1967	0.587	1.801641861	-9999	0	-9999	
27	04	1967	0.345	1.801641861	-9999	0	-9999	
28	04	1967	0.477	1.801641861	-9999	0	-9999	
29	04	1967	0.001	1.801641861	-9999	0	-9999	
30	04	1967	0.019	1.801641861	-9999	0	-9999	
01	05	1967	3.262	2.584106757	-9999	0	-9999	
02	05	1967	0.987	2.584106757	-9999	0	-9999	
03	05	1967	3.776	2.584106757	-9999	0	-9999	
04	05	1967	0.999	2.584106757	-9999	0	-9999	
05	05	1967	11.394	2.584106757	-9999	0	-9999	
06	05	1967	2.776	2.584106757	-9999	0	-9999	
07	05	1967	0.475	2.584106757	-9999	0	-9999	
08	05	1967	0.671	2.584106757	-9999	0	-9999	
09	05	1967	0.002	2.584106757	-9999	0	-9999	
10	05	1967	0	2.584106757	-9999	0	-9999	
11	05	1967	0.035	2.584106757	-9999	0	-9999	
12	05	1967	4.077	2.584106757	-9999	0	-9999	
13	05	1967	6.616	2.584106757	-9999	0	-9999	
14	05	1967	26.797	2.584106757	-9999	0	-9999	
15	05	1967	11.296	2.584106757	-9999	0	-9999	
16	05	1967	2.786	2.584106757	-9999	0	-9999	
17	05	1967	1.22	2.584106757	-9999	0	-9999	
18	05	1967	1.141	2.584106757	-9999	0	-9999	
19	05	1967	6.407	2.584106757	-9999	0	-9999	
20	05	1967	2.316	2.584106757	-9999	0	-9999	
21	05	1967	2.21	2.584106757	-9999	0	-9999	
22	05	1967	2.642	2.584106757	-9999	0	-9999	
23	05	1967	6.139	2.584106757	-9999	0	-9999	
24	05	1967	1.676	2.584106757	-9999	0	-9999	
25	05	1967	2.468	2.584106757	-9999	0	-9999	
26	05	1967	2.232	2.584106757	-9999	0	-9999	
27	05	1967	12.554	2.584106757	-9999	0	-9999	
28	05	1967	1.746	2.584106757	-9999	0	-9999	
29	05	1967	0.012	2.584106757	-9999	0	-9999	
30	05	1967	0.054	2.584106757	-9999	0	-9999	
31	05	1967	0.002	2.584106757	-9999	0	-9999	
01	06	1967	0.001	3.073969234	-9999	0	-9999	
02	06	1967	0	3.073969234	-9999	0	-9999	
03	06	1967	0	3.073969234	-9999	0	-9999	
04	06	1967	0	3.073969234	-9999	0	-9999	
05	06	1967	0	3.073969234	-9999	0	-9999	
06	06	1967	0.001	3.073969234	-9999	0	-9999	
07	06	1967	0.135	3.073969234	-9999	0	-9999	
08	06	1967	1.165	3.073969234	-9999	0	-9999	
09	06	1967	0.005	3.073969234	-9999	0	-9999	
10	06	1967	0.03	3.073969234	-9999	0	-9999	
11	06	1967	0	3.073969234	-9999	0	-9999	
12	06	1967	0	3.073969234	-9999	0	-9999	
13	06	1967	0	3.073969234	-9999	0	-9999	
14	06	1967	0	3.073969234	-9999	0	-9999	
15	06	1967	0	3.073969234	-9999	0	-9999	
16	06	1967	0	3.073969234	-9999	0	-9999	
17	06	1967	0	3.073969234	-9999	0	-9999	
18	06	1967	0	3.073969234	-9999	0	-9999	
19	06	1967	0.015	3.073969234	-9999	0	-9999	
20	06	1967	0.084	3.073969234	-9999	0	-9999	
21	06	1967	0.005	3.073969234	-9999	0	-9999	
22	06	1967	0.004	3.073969234	-9999	0	-9999	
23	06	1967	0.15	3.073969234	-9999	0	-9999	
24	06	1967	25.941	3.073969234	-9999	0	-9999	
25	06	1967	12.505	3.073969234	-9999	0	-9999	
26	06	1967	3.207	3.073969234	-9999	0	-9999	
27	06	1967	2.453	3.073969234	-9999	0	-9999	
28	06	1967	0.18	3.073969234	-9999	0	-9999	
29	06	1967	0	3.073969234	-9999	0	-9999	
30	06	1967	0	3.073969234	-9999	0	-9999	
01	07	1967	0	3.659174072	-9999	0	-9999	
02	07	1967	0	3.659174072	-9999	0	-9999	
03	07	1967	0.414	3.659174072	-9999	0	-9999	
04	07	1967	0.121	3.659174072	-9999	0	-9999	
05	07	1967	0	3.659174072	-9999	0	-9999	
06	07	1967	0	3.659174072	-9999	0	-9999	
07	07	1967	2.586	3.659174072	-9999	0	-9999	
08	07	1967	0	3.659174072	-9999	0	-9999	
09	07	1967	0	3.659174072	-9999	0	-9999	
10	07	1967	0	3.659174072	-9999	0	-9999	
11	07	1967	0	3.659174072	-9999	0	-9999	
12	07	1967	0	3.659174072	-9999	0	-9999	
13	07	1967	0.007	3.659174072	-9999	0	-9999	
14	07	1967	0.004	3.659174072	-9999	0	-9999	
15	07	1967	0.525	3.659174072	-9999	0	-9999	
16	07	1967	0.104	3.659174072	-9999	0	-9999	
17	07	1967	0.816	3.659174072	-9999	0	-9999	
18	07	1967	3.467	3.659174072	-9999	0	-9999	
19	07	1967	0.248	3.659174072	-9999	0	-9999	
20	07	1967	0.002	3.659174072	-9999	0	-9999	
21	07	1967	0	3.659174072	-9999	0	-9999	
22	07	1967	0	3.659174072	-9999	0	-9999	
23	07	1967	0	3.659174072	-9999	0	-9999	
24	07	1967	1.335	3.659174072	-9999	0	-9999	
25	07	1967	0	3.659174072	-9999	0	-9999	
26	07	1967	0	3.659174072	-9999	0	-9999	
27	07	1967	13.681	3.659174072	-9999	0	-9999	
28	07	1967	0.013	3.659174072	-9999	0	-9999	
29	07	1967	2.468	3.659174072	-9999	0	-9999	
30	07	1967	0.011	3.659174072	-9999	0	-9999	
31	07	1967	1.607	3.659174072	-9999	0	-9999	
01	08	1967	0.094	2.597257428	-9999	0	-9999	
02	08	1967	3.629	2.597257428	-9999	0	-9999	
03	08	1967	0.653	2.597257428	-9999	0	-9999	
04	08	1967	0.182	2.597257428	-9999	0	-9999	
05	08	1967	0.399	2.597257428	-9999	0	-9999	
06	08	1967	0.001	2.597257428	-9999	0	-9999	
07	08	1967	0.436	2.597257428	-9999	0	-9999	
08	08	1967	6.578	2.597257428	-9999	0	-9999	
09	08	1967	2.55	2.597257428	-9999	0	-9999	
10	08	1967	8.619	2.597257428	-9999	0	-9999	
11	08	1967	6.878	2.597257428	-9999	0	-9999	
12	08	1967	0.517	2.597257428	-9999	0	-9999	
13	08	1967	0.688	2.597257428	-9999	0	-9999	
14	08	1967	5.437	2.597257428	-9999	0	-9999	
15	08	1967	0.42	2.597257428	-9999	0	-9999	
16	08	1967	0.634	2.597257428	-9999	0	-9999	
17	08	1967	0.191	2.597257428	-9999	0	-9999	
18	08	1967	1.106	2.597257428	-9999	0	-9999	
19	08	1967	0.022	2.597257428	-9999	0	-9999	
20	08	1967	0	2.597257428	-9999	0	-9999	
21	08	1967	0	2.597257428	-9999	0	-9999	
22	08	1967	0	2.597257428	-9999	0	-9999	
23	08	1967	0	2.597257428	-9999	0	-9999	
24	08	1967	0	2.597257428	-9999	0	-9999	
25	08	1967	0	2.597257428	-9999	0	-9999	
26	08	1967	0	2.597257428	-9999	0	-9999	
27	08	1967	0.001	2.597257428	-9999	0	-9999	
28	08	1967	0.002	2.597257428	-9999	0	-9999	
29	08	1967	0	2.597257428	-9999	0	-9999	
30	08	1967	0.69	2.597257428	-9999	0	-9999	
31	08	1967	0.288	2.597257428	-9999	0	-9999	
01	09	1967	1.196	1.860819879	-9999	0	-9999	
02	09	1967	0.742	1.860819879	-9999	0	-9999	
03	09	1967	1.132	1.860819879	-9999	0	-9999	
04	09	1967	2.629	1.860819879	-9999	0	-9999	
05	09	1967	1.339	1.860819879	-9999	0	-9999	
06	09	1967	0.006	1.860819879	-9999	0	-9999	
07	09	1967	1.005	1.860819879	-9999	0	-9999	
08	09	1967	0	1.860819879	-9999	0	-9999	
09	09	1967	0.012	1.860819879	-9999	0	-9999	
10	09	1967	0.005	1.860819879	-9999	0	-9999	
11	09	1967	0.002	1.860819879	-9999	0	-9999	
12	09	1967	0	1.860819879	-9999	0	-9999	
13	09	1967	0.002	1.860819879	-9999	0	-9999	
14	09	1967	0.097	1.860819879	-9999	0	-9999	
15	09	1967	0.224	1.860819879	-9999	0	-9999	
16	09	1967	0.094	1.860819879	-9999	0	-9999	
17	09	1967	0.674	1.860819879	-9999	0	-9999	
18	09	1967	2.516	1.860819879	-9999	0	-9999	
19	09	1967	2.943	1.860819879	-9999	0	-9999	
20	09	1967	1.252	1.860819879	-9999	0	-9999	
21	09	1967	0.632	1.860819879	-9999	0	-9999	
22	09	1967	0.574	1.860819879	-9999	0	-9999	
23	09	1967	0.425	1.860819879	-9999	0	-9999	
24	09	1967	0.562	1.860819879	-9999	0	-9999	
25	09	1967	2.978	1.860819879	-9999	0	-9999	
26	09	1967	1.197	1.860819879	-9999	0	-9999	
27	09	1967	0.014	1.860819879	-9999	0	-9999	
28	09	1967	3.287	1.860819879	-9999	0	-9999	
29	09	1967	3.373	1.860819879	-9999	0	-9999	
30	09	1967	0.632	1.860819879	-9999	0	-9999	
01	10	1967	4.709	1.548491454	-9999	0	-9999	
02	10	1967	0.069	1.548491454	-9999	0	-9999	
03	10	1967	5.008	1.548491454	-9999	0	-9999	
04	10	1967	0.002	1.548491454	-9999	0	-9999	
05	10	1967	1.668	1.548491454	-9999	0	-9999	
06	10	1967	0.163	1.548491454	-9999	0	-9999	
07	10	1967	0.039	1.548491454	-9999	0	-9999	
08	10	1967	0.691	1.548491454	-9999	0	-9999	
09	10	1967	0.335	1.548491454	-9999	0	-9999	
10	10	1967	8.264	1.548491454	-9999	0	-9999	
11	10	1967	0.729	1.548491454	-9999	0	-9999	
12	10	1967	0.116	1.548491454	-9999	0	-9999	
13	10	1967	0.01	1.548491454	-9999	0	-9999	
14	10	1967	2.678	1.548491454	-9999	0	-9999	
15	10	1967	3.532	1.548491454	-9999	0	-9999	
16	10	1967	38.364	1.548491454	-9999	0	-9999	
17	10	1967	1.995	1.548491454	-9999	0	-9999	
18	10	1967	0.705	1.548491454	-9999	0	-9999	
19	10	1967	0.723	1.548491454	-9999	0	-9999	
20	10	1967	2.416	1.548491454	-9999	0	-9999	
21	10	1967	0.702	1.548491454	-9999	0	-9999	
22	10	1967	0.011	1.548491454	-9999	0	-9999	
23	10	1967	0.333	1.548491454	-9999	0	-9999	
24	10	1967	0.286	1.548491454	-9999	0	-9999	
25	10	1967	0.645	1.548491454	-9999	0	-9999	
26	10	1967	0.093	1.548491454	-9999	0	-9999	
27	10	1967	14.895	1.548491454	-9999	0	-9999	
28	10	1967	0.239	1.548491454	-9999	0	-9999	
29	10	1967	0.019	1.548491454	-9999	0	-9999	
30	10	1967	5.158	1.548491454	-9999	0	-9999	
31	10	1967	1.817	1.548491454	-9999	0	-9999	
01	11	1967	6.645	0.489862477	-9999	0	-9999	
02	11	1967	12.442	0.489862477	-9999	0	-9999	
03	11	1967	0.154	0.489862477	-9999	0	-9999	
04	11	1967	17.709	0.489862477	-9999	0	-9999	
05	11	1967	17.687	0.489862477	-9999	0	-9999	
06	11	1967	0.528	0.489862477	-9999	0	-9999	
07	11	1967	0.001	0.489862477	-9999	0	-9999	
08	11	1967	0.123	0.489862477	-9999	0	-9999	
09	11	1967	1.087	0.489862477	-9999	0	-9999	
10	11	1967	5.578	0.489862477	-9999	0	-9999	
11	11	1967	0.206	0.489862477	-9999	0	-9999	
12	11	1967	0.348	0.489862477	-9999	0	-9999	
13	11	1967	0.173	0.489862477	-9999	0	-9999	
14	11	1967	0.003	0.489862477	-9999	0	-9999	
15	11	1967	5.152	0.489862477	-9999	0	-9999	
16	11	1967	0.002	0.489862477	-9999	0	-9999	
17	11	1967	0.008	0.489862477	-9999	0	-9999	
18	11	1967	0.065	0.489862477	-9999	0	-9999	
19	11	1967	0.409	0.489862477	-9999	0	-9999	
20	11	1967	0.003	0.489862477	-9999	0	-9999	
21	11	1967	0.004	0.489862477	-9999	0	-9999	
22	11	1967	0	0.489862477	-9999	0	-9999	
23	11	1967	0.035	0.489862477	-9999	0	-9999	
24	11	1967	0.011	0.489862477	-9999	0	-9999	
25	11	1967	0.346	0.489862477	-9999	0	-9999	
26	11	1967	0.158	0.489862477	-9999	0	-9999	
27	11	1967	0.828	0.489862477	-9999	0	-9999	
28	11	1967	3.498	0.489862477	-9999	0	-9999	
29	11	1967	0.081	0.489862477	-9999	0	-9999	
30	11	1967	0.173	0.489862477	-9999	0	-9999	
01	12	1967	0.001	0.476711806	-9999	0	-9999	
02	12	1967	0	0.476711806	-9999	0	-9999	
03	12	1967	0.001	0.476711806	-9999	0	-9999	
04	12	1967	0.001	0.476711806	-9999	0	-9999	
05	12	1967	8.702	0.476711806	-9999	0	-9999	
06	12	1967	0.003	0.476711806	-9999	0	-9999	
07	12	1967	0.202	0.476711806	-9999	0	-9999	
08	12	1967	0.017	0.476711806	-9999	0	-9999	
09	12	1967	6.342	0.476711806	-9999	0	-9999	
10	12	1967	1.163	0.476711806	-9999	0	-9999	
11	12	1967	3.273	0.476711806	-9999	0	-9999	
12	12	1967	0.068	0.476711806	-9999	0	-9999	
13	12	1967	0.034	0.476711806	-9999	0	-9999	
14	12	1967	0	0.476711806	-9999	0	-9999	
15	12	1967	0.003	0.476711806	-9999	0	-9999	
16	12	1967	0	0.476711806	-9999	0	-9999	
17	12	1967	0	0.476711806	-9999	0	-9999	
18	12	1967	0.05	0.476711806	-9999	0	-9999	
19	12	1967	0.002	0.476711806	-9999	0	-9999	
20	12	1967	2.121	0.476711806	-9999	0	-9999	
21	12	1967	0.602	0.476711806	-9999	0	-9999	
22	12	1967	5.217	0.476711806	-9999	0	-9999	
23	12	1967	0.827	0.476711806	-9999	0	-9999	
24	12	1967	3.739	0.476711806	-9999	0	-9999	
25	12	1967	2.428	0.476711806	-9999	0	-9999	
26	12	1967	0.302	0.476711806	-9999	0	-9999	
27	12	1967	4.259	0.476711806	-9999	0	-9999	
28	12	1967	2.69	0.476711806	-9999	0	-9999	
29	12	1967	0.652	0.476711806	-9999	0	-9999	
30	12	1967	1.454	0.476711806	-9999	0	-9999	
31	12	1967	0.012	0.476711806	-9999	0	-9999	
01	01	1968	1.639	0.572054168	-9999	0	-9999	
02	01	1968	1.577	0.572054168	-9999	0	-9999	
03	01	1968	1.473	0.572054168	-9999	0	-9999	
04	01	1968	1.605	0.572054168	-9999	0	-9999	
05	01	1968	7.247	0.572054168	-9999	0	-9999	
06	01	1968	1.169	0.572054168	-9999	0	-9999	
07	01	1968	0.141	0.572054168	-9999	0	-9999	
08	01	1968	2.425	0.572054168	-9999	0	-9999	
09	01	1968	0.23	0.572054168	-9999	0	-9999	
10	01	1968	0.055	0.572054168	-9999	0	-9999	
11	01	1968	0.043	0.572054168	-9999	0	-9999	
12	01	1968	0.201	0.572054168	-9999	0	-9999	
13	01	1968	4.227	0.572054168	-9999	0	-9999	
14	01	1968	0.214	0.572054168	-9999	0	-9999	
15	01	1968	4.369	0.572054168	-9999	0	-9999	
16	01	1968	1.333	0.572054168	-9999	0	-9999	
17	01	1968	0.476	0.572054168	-9999	0	-9999	
18	01	1968	3.878	0.572054168	-9999	0	-9999	
19	01	1968	0.002	0.572054168	-9999	0	-9999	
20	01	1968	0.009	0.572054168	-9999	0	-9999	
21	01	1968	0.003	0.572054168	-9999	0	-9999	
22	01	1968	0.005	0.572054168	-9999	0	-9999	
23	01	1968	0.001	0.572054168	-9999	0	-9999	
24	01	1968	0.551	0.572054168	-9999	0	-9999	
25	01	1968	0.025	0.572054168	-9999	0	-9999	
26	01	1968	0.003	0.572054168	-9999	0	-9999	
27	01	1968	0.014	0.572054168	-9999	0	-9999	
28	01	1968	0.016	0.572054168	-9999	0	-9999	
29	01	1968	0.001	0.572054168	-9999	0	-9999	
30	01	1968	0.002	0.572054168	-9999	0	-9999	
31	01	1968	0.321	0.572054168	-9999	0	-9999	
01	02	1968	0.666	0.483287142	-9999	0	-9999	
02	02	1968	0.098	0.483287142	-9999	0	-9999	
03	02	1968	0.431	0.483287142	-9999	0	-9999	
04	02	1968	3.745	0.483287142	-9999	0	-9999	
05	02	1968	9.959	0.483287142	-9999	0	-9999	
06	02	1968	0.259	0.483287142	-9999	0	-9999	
07	02	1968	0.054	0.483287142	-9999	0	-9999	
08	02	1968	0.006	0.483287142	-9999	0	-9999	
09	02	1968	1.366	0.483287142	-9999	0	-9999	
10	02	1968	0.002	0.483287142	-9999	0	-9999	
11	02	1968	0.016	0.483287142	-9999	0	-9999	
12	02	1968	0.462	0.483287142	-9999	0	-9999	
13	02	1968	0.04	0.483287142	-9999	0	-9999	
14	02	1968	0.005	0.483287142	-9999	0	-9999	
15	02	1968	0.021	0.483287142	-9999	0	-9999	
16	02	1968	0.853	0.483287142	-9999	0	-9999	
17	02	1968	0.001	0.483287142	-9999	0	-9999	
18	02	1968	0.002	0.483287142	-9999	0	-9999	
19	02	1968	0.002	0.483287142	-9999	0	-9999	
20	02	1968	0.008	0.483287142	-9999	0	-9999	
21	02	1968	0.446	0.483287142	-9999	0	-9999	
22	02	1968	0.238	0.483287142	-9999	0	-9999	
23	02	1968	0.03	0.483287142	-9999	0	-9999	
24	02	1968	0.028	0.483287142	-9999	0	-9999	
25	02	1968	0.001	0.483287142	-9999	0	-9999	
26	02	1968	0.289	0.483287142	-9999	0	-9999	
27	02	1968	0.16	0.483287142	-9999	0	-9999	
28	02	1968	0.001	0.483287142	-9999	0	-9999	
29	02	1968	0.002	0.483287142	-9999	0	-9999	
01	03	1968	0.001	1.647121483	-9999	0	-9999	
02	03	1968	0	1.647121483	-9999	0	-9999	
03	03	1968	0.001	1.647121483	-9999	0	-9999	
04	03	1968	0	1.647121483	-9999	0	-9999	
05	03	1968	2.286	1.647121483	-9999	0	-9999	
06	03	1968	3.363	1.647121483	-9999	0	-9999	
07	03	1968	0.007	1.647121483	-9999	0	-9999	
08	03	1968	0.001	1.647121483	-9999	0	-9999	
09	03	1968	0.059	1.647121483	-9999	0	-9999	
10	03	1968	0.033	1.647121483	-9999	0	-9999	
11	03	1968	0.002	1.647121483	-9999	0	-9999	
12	03	1968	0.001	1.647121483	-9999	0	-9999	
13	03	1968	0.141	1.647121483	-9999	0	-9999	
14	03	1968	0.276	1.647121483	-9999	0	-9999	
15	03	1968	0.691	1.647121483	-9999	0	-9999	
16	03	1968	1.635	1.647121483	-9999	0	-9999	
17	03	1968	0.336	1.647121483	-9999	0	-9999	
18	03	1968	0.003	1.647121483	-9999	0	-9999	
19	03	1968	0.042	1.647121483	-9999	0	-9999	
20	03	1968	3.051	1.647121483	-9999	0	-9999	
21	03	1968	1.68	1.647121483	-9999	0	-9999	
22	03	1968	2.515	1.647121483	-9999	0	-9999	
23	03	1968	0.016	1.647121483	-9999	0	-9999	
24	03	1968	0.88	1.647121483	-9999	0	-9999	
25	03	1968	0.005	1.647121483	-9999	0	-9999	
26	03	1968	0	1.647121483	-9999	0	-9999	
27	03	1968	0	1.647121483	-9999	0	-9999	
28	03	1968	0	1.647121483	-9999	0	-9999	
29	03	1968	0.003	1.647121483	-9999	0	-9999	
30	03	1968	0	1.647121483	-9999	0	-9999	
31	03	1968	0	1.647121483	-9999	0	-9999	
01	04	1968	2.73	2.317805679	-9999	0	-9999	
02	04	1968	0.96	2.317805679	-9999	0	-9999	
03	04	1968	0.002	2.317805679	-9999	0	-9999	
04	04	1968	0.074	2.317805679	-9999	0	-9999	
05	04	1968	1.028	2.317805679	-9999	0	-9999	
06	04	1968	0.001	2.317805679	-9999	0	-9999	
07	04	1968	0	2.317805679	-9999	0	-9999	
08	04	1968	0	2.317805679	-9999	0	-9999	
09	04	1968	0	2.317805679	-9999	0	-9999	
10	04	1968	0.001	2.317805679	-9999	0	-9999	
11	04	1968	0.002	2.317805679	-9999	0	-9999	
12	04	1968	0.148	2.317805679	-9999	0	-9999	
13	04	1968	0.015	2.317805679	-9999	0	-9999	
14	04	1968	0.001	2.317805679	-9999	0	-9999	
15	04	1968	0.001	2.317805679	-9999	0	-9999	
16	04	1968	2.791	2.317805679	-9999	0	-9999	
17	04	1968	8.781	2.317805679	-9999	0	-9999	
18	04	1968	4.288	2.317805679	-9999	0	-9999	
19	04	1968	0.014	2.317805679	-9999	0	-9999	
20	04	1968	10.283	2.317805679	-9999	0	-9999	
21	04	1968	0.559	2.317805679	-9999	0	-9999	
22	04	1968	0.162	2.317805679	-9999	0	-9999	
23	04	1968	0.013	2.317805679	-9999	0	-9999	
24	04	1968	0	2.317805679	-9999	0	-9999	
25	04	1968	0	2.317805679	-9999	0	-9999	
26	04	1968	0.001	2.317805679	-9999	0	-9999	
27	04	1968	1.154	2.317805679	-9999	0	-9999	
28	04	1968	0.352	2.317805679	-9999	0	-9999	
29	04	1968	2.741	2.317805679	-9999	0	-9999	
30	04	1968	14.668	2.317805679	-9999	0	-9999	
01	05	1968	1.345	2.465750722	-9999	0	-9999	
02	05	1968	2.38	2.465750722	-9999	0	-9999	
03	05	1968	4.322	2.465750722	-9999	0	-9999	
04	05	1968	7.612	2.465750722	-9999	0	-9999	
05	05	1968	0.242	2.465750722	-9999	0	-9999	
06	05	1968	8.554	2.465750722	-9999	0	-9999	
07	05	1968	1.169	2.465750722	-9999	0	-9999	
08	05	1968	0.218	2.465750722	-9999	0	-9999	
09	05	1968	0.973	2.465750722	-9999	0	-9999	
10	05	1968	1.476	2.465750722	-9999	0	-9999	
11	05	1968	3.593	2.465750722	-9999	0	-9999	
12	05	1968	1.804	2.465750722	-9999	0	-9999	
13	05	1968	0.325	2.465750722	-9999	0	-9999	
14	05	1968	2.829	2.465750722	-9999	0	-9999	
15	05	1968	2.642	2.465750722	-9999	0	-9999	
16	05	1968	0.48	2.465750722	-9999	0	-9999	
17	05	1968	0.037	2.465750722	-9999	0	-9999	
