NUMBER OF OBSERVATIONS									
18475									
DAY	MONTH 	YEAR	RAIN	PET	GWL	ABS			
19	08	1980	0.034	2.028490928	-9999	0	-9999		
20	08	1980	2.358	2.028490928	-9999	0	-9999		
21	08	1980	0.002	2.028490928	-9999	0	-9999		
22	08	1980	0	2.028490928	-9999	0	-9999		
23	08	1980	0	2.028490928	-9999	0	-9999		
24	08	1980	0	2.028490928	-9999	0	-9999		
25	08	1980	0	2.028490928	-9999	0	-9999		
26	08	1980	0	2.028490928	-9999	0	-9999		
27	08	1980	0	2.028490928	-9999	0	-9999		
28	08	1980	0.415	2.028490928	41.15	0	-9999		
29	08	1980	10.254	2.028490928	-9999	0	-9999		
30	08	1980	3.221	2.028490928	-9999	0	-9999		
31	08	1980	0	2.028490928	-9999	0	-9999		
01	09	1980	0	1.76218985	-9999	0	-9999		
02	09	1980	0	1.76218985	-9999	0	-9999		
03	09	1980	0	1.76218985	-9999	0	-9999		
04	09	1980	1.288	1.76218985	40.96	0	-9999		
05	09	1980	1.612	1.76218985	-9999	0	-9999		
06	09	1980	0.001	1.76218985	-9999	0	-9999		
07	09	1980	0.002	1.76218985	-9999	0	-9999		
08	09	1980	0.181	1.76218985	-9999	0	-9999		
09	09	1980	0.02	1.76218985	-9999	0	-9999		
10	09	1980	0.979	1.76218985	-9999	0	-9999		
11	09	1980	0.466	1.76218985	40.74	0	-9999		
12	09	1980	2.474	1.76218985	-9999	0	-9999		
13	09	1980	0.046	1.76218985	-9999	0	-9999		
14	09	1980	0.052	1.76218985	-9999	0	-9999		
15	09	1980	0.174	1.76218985	-9999	0	-9999		
16	09	1980	2.729	1.76218985	-9999	0	-9999		
17	09	1980	0.001	1.76218985	-9999	0	-9999		
18	09	1980	0	1.76218985	40.63	0	-9999		
19	09	1980	0.001	1.76218985	-9999	0	-9999		
20	09	1980	0.052	1.76218985	-9999	0	-9999		
21	09	1980	0.26	1.76218985	-9999	0	-9999		
22	09	1980	11.173	1.76218985	-9999	0	-9999		
23	09	1980	1.334	1.76218985	-9999	0	-9999		
24	09	1980	0.001	1.76218985	-9999	0	-9999		
25	09	1980	0	1.76218985	40.58	0	-9999		
26	09	1980	0.146	1.76218985	-9999	0	-9999		
27	09	1980	4.399	1.76218985	-9999	0	-9999		
28	09	1980	0.003	1.76218985	-9999	0	-9999		
29	09	1980	0.27	1.76218985	-9999	0	-9999		
30	09	1980	0	1.76218985	-9999	0	-9999		
01	10	1980	0	0.940272942	-9999	0	-9999		
02	10	1980	0	0.940272942	40.37	0	-9999		
03	10	1980	5.627	0.940272942	-9999	0	-9999		
04	10	1980	0	0.940272942	-9999	0	-9999		
05	10	1980	0.366	0.940272942	-9999	0	-9999		
06	10	1980	8.033	0.940272942	-9999	0	-9999		
07	10	1980	1.289	0.940272942	-9999	0	-9999		
08	10	1980	0.817	0.940272942	-9999	0	-9999		
09	10	1980	0.001	0.940272942	40.43	0	-9999		
10	10	1980	3.776	0.940272942	-9999	0	-9999		
11	10	1980	0.234	0.940272942	-9999	0	-9999		
12	10	1980	0.001	0.940272942	-9999	0	-9999		
13	10	1980	0.902	0.940272942	-9999	0	-9999		
14	10	1980	0.567	0.940272942	-9999	0	-9999		
15	10	1980	8.384	0.940272942	-9999	0	-9999		
16	10	1980	21.294	0.940272942	40.23	0	-9999		
17	10	1980	5.71	0.940272942	-9999	0	-9999		
18	10	1980	1.075	0.940272942	-9999	0	-9999		
19	10	1980	0.258	0.940272942	-9999	0	-9999		
20	10	1980	1.509	0.940272942	-9999	0	-9999		
21	10	1980	2.487	0.940272942	-9999	0	-9999		
22	10	1980	4.221	0.940272942	-9999	0	-9999		
23	10	1980	2.551	0.940272942	41.05	0	-9999		
24	10	1980	5.291	0.940272942	-9999	0	-9999		
25	10	1980	1.863	0.940272942	-9999	0	-9999		
26	10	1980	9.932	0.940272942	-9999	0	-9999		
27	10	1980	9.544	0.940272942	-9999	0	-9999		
28	10	1980	0.403	0.940272942	-9999	0	-9999		
29	10	1980	0.001	0.940272942	-9999	0	-9999		
30	10	1980	0.001	0.940272942	-9999	0	-9999		
31	10	1980	0	0.940272942	-9999	0	-9999		
01	11	1980	0	0.532602156	-9999	0	-9999		
02	11	1980	0	0.532602156	-9999	0	-9999		
03	11	1980	0.057	0.532602156	-9999	0	-9999		
04	11	1980	2.109	0.532602156	-9999	0	-9999		
05	11	1980	1.218	0.532602156	-9999	0	-9999		
06	11	1980	5.732	0.532602156	41.51	0	-9999		
07	11	1980	10.031	0.532602156	-9999	0	-9999		
08	11	1980	1.356	0.532602156	-9999	0	-9999		
09	11	1980	0.592	0.532602156	-9999	0	-9999		
10	11	1980	0.099	0.532602156	-9999	0	-9999		
11	11	1980	0.121	0.532602156	-9999	0	-9999		
12	11	1980	0.005	0.532602156	-9999	0	-9999		
13	11	1980	0.339	0.532602156	41.62	0	-9999		
14	11	1980	6.138	0.532602156	-9999	0	-9999		
15	11	1980	8.173	0.532602156	-9999	0	-9999		
16	11	1980	0.206	0.532602156	-9999	0	-9999		
17	11	1980	0.582	0.532602156	-9999	0	-9999		
18	11	1980	5.621	0.532602156	-9999	0	-9999		
19	11	1980	0.983	0.532602156	-9999	0	-9999		
20	11	1980	0.043	0.532602156	41.83	0	-9999		
21	11	1980	2.081	0.532602156	-9999	0	-9999		
22	11	1980	0.056	0.532602156	-9999	0	-9999		
23	11	1980	4.918	0.532602156	-9999	0	-9999		
24	11	1980	1.31	0.532602156	-9999	0	-9999		
25	11	1980	0.305	0.532602156	-9999	0	-9999		
26	11	1980	0.299	0.532602156	-9999	0	-9999		
27	11	1980	1.947	0.532602156	41.6	0	-9999		
28	11	1980	1.886	0.532602156	-9999	0	-9999		
29	11	1980	5.084	0.532602156	-9999	0	-9999		
30	11	1980	0.114	0.532602156	-9999	0	-9999		
01	12	1980	0.062	0.358355772	-9999	0	-9999		
02	12	1980	0.647	0.358355772	-9999	0	-9999		
03	12	1980	0.065	0.358355772	-9999	0	-9999		
04	12	1980	0.22	0.358355772	41.42	0	-9999		
05	12	1980	0.302	0.358355772	-9999	0	-9999		
06	12	1980	0.043	0.358355772	-9999	0	-9999		
07	12	1980	0.271	0.358355772	-9999	0	-9999		
08	12	1980	0.006	0.358355772	-9999	0	-9999		
09	12	1980	0.001	0.358355772	-9999	0	-9999		
10	12	1980	0.042	0.358355772	-9999	0	-9999		
11	12	1980	0.184	0.358355772	41.28	0	-9999		
12	12	1980	0.027	0.358355772	-9999	0	-9999		
13	12	1980	0.034	0.358355772	-9999	0	-9999		
14	12	1980	0.444	0.358355772	-9999	0	-9999		
15	12	1980	0.271	0.358355772	-9999	0	-9999		
16	12	1980	3.819	0.358355772	-9999	0	-9999		
17	12	1980	3.301	0.358355772	-9999	0	-9999		
18	12	1980	0.013	0.358355772	41.08	0	-9999		
19	12	1980	7.768	0.358355772	-9999	0	-9999		
20	12	1980	0.073	0.358355772	-9999	0	-9999		
21	12	1980	0.105	0.358355772	-9999	0	-9999		
22	12	1980	0.001	0.358355772	-9999	0	-9999		
23	12	1980	0.004	0.358355772	-9999	0	-9999		
24	12	1980	3.109	0.358355772	-9999	0	-9999		
25	12	1980	2.393	0.358355772	-9999	0	-9999		
26	12	1980	0.289	0.358355772	-9999	0	-9999		
27	12	1980	0.007	0.358355772	-9999	0	-9999		
28	12	1980	0.002	0.358355772	-9999	0	-9999		
29	12	1980	0.001	0.358355772	-9999	0	-9999		
30	12	1980	0.218	0.358355772	-9999	0	-9999		
31	12	1980	1.331	0.358355772	-9999	0	-9999		
01	01	1981	0.586	0.355068104	-9999	0	-9999		
02	01	1981	0.006	0.355068104	-9999	0	-9999		
03	01	1981	0.006	0.355068104	-9999	0	-9999		
04	01	1981	0.175	0.355068104	-9999	0	-9999		
05	01	1981	1.131	0.355068104	-9999	0	-9999		
06	01	1981	1.478	0.355068104	-9999	0	-9999		
07	01	1981	0.156	0.355068104	-9999	0	-9999		
08	01	1981	0.003	0.355068104	40.93	0	-9999		
09	01	1981	0.045	0.355068104	-9999	0	-9999		
10	01	1981	0.828	0.355068104	-9999	0	-9999		
11	01	1981	1.395	0.355068104	-9999	0	-9999		
12	01	1981	1.809	0.355068104	-9999	0	-9999		
13	01	1981	2.734	0.355068104	-9999	0	-9999		
14	01	1981	1.588	0.355068104	-9999	0	-9999		
15	01	1981	0.012	0.355068104	40.82	0	-9999		
16	01	1981	4.45	0.355068104	-9999	0	-9999		
17	01	1981	1.311	0.355068104	-9999	0	-9999		
18	01	1981	2.529	0.355068104	-9999	0	-9999		
19	01	1981	0.687	0.355068104	-9999	0	-9999		
20	01	1981	5.034	0.355068104	-9999	0	-9999		
21	01	1981	1.393	0.355068104	-9999	0	-9999		
22	01	1981	0.007	0.355068104	40.87	0	-9999		
23	01	1981	0.001	0.355068104	-9999	0	-9999		
24	01	1981	0.003	0.355068104	-9999	0	-9999		
25	01	1981	0.319	0.355068104	-9999	0	-9999		
26	01	1981	1.439	0.355068104	-9999	0	-9999		
27	01	1981	0.038	0.355068104	-9999	0	-9999		
28	01	1981	0	0.355068104	-9999	0	-9999		
29	01	1981	0	0.355068104	41.19	0	-9999		
30	01	1981	0.034	0.355068104	-9999	0	-9999		
31	01	1981	0.002	0.355068104	-9999	0	-9999		
01	02	1981	0	0.407670786	-9999	0	-9999		
02	02	1981	4.645	0.407670786	-9999	0	-9999		
03	02	1981	0.128	0.407670786	-9999	0	-9999		
04	02	1981	0.052	0.407670786	-9999	0	-9999		
05	02	1981	0.051	0.407670786	41.1	0	-9999		
06	02	1981	0.005	0.407670786	-9999	0	-9999		
07	02	1981	0.427	0.407670786	-9999	0	-9999		
08	02	1981	10.83	0.407670786	-9999	0	-9999		
09	02	1981	16.751	0.407670786	-9999	0	-9999		
10	02	1981	0	0.407670786	-9999	0	-9999		
11	02	1981	0.001	0.407670786	-9999	0	-9999		
12	02	1981	0.204	0.407670786	41.8	0	-9999		
13	02	1981	0	0.407670786	-9999	0	-9999		
14	02	1981	0	0.407670786	-9999	0	-9999		
15	02	1981	0.002	0.407670786	-9999	0	-9999		
16	02	1981	0.042	0.407670786	-9999	0	-9999		
17	02	1981	0.001	0.407670786	-9999	0	-9999		
18	02	1981	0.125	0.407670786	-9999	0	-9999		
19	02	1981	0.244	0.407670786	-9999	0	-9999		
20	02	1981	0.097	0.407670786	-9999	0	-9999		
21	02	1981	0.002	0.407670786	-9999	0	-9999		
22	02	1981	4.007	0.407670786	-9999	0	-9999		
23	02	1981	0.904	0.407670786	-9999	0	-9999		
24	02	1981	0.123	0.407670786	-9999	0	-9999		
25	02	1981	0.005	0.407670786	-9999	0	-9999		
26	02	1981	0	0.407670786	-9999	0	-9999		
27	02	1981	6.274	0.407670786	-9999	0	-9999		
28	02	1981	2.193	0.407670786	-9999	0	-9999		
01	03	1981	6.326	1.015889298	-9999	0	-9999		
02	03	1981	10.215	1.015889298	-9999	0	-9999		
03	03	1981	0.328	1.015889298	-9999	0	-9999		
04	03	1981	0.001	1.015889298	-9999	0	-9999		
05	03	1981	1.188	1.015889298	41.57	0	-9999		
06	03	1981	2.545	1.015889298	-9999	0	-9999		
07	03	1981	0.105	1.015889298	-9999	0	-9999		
08	03	1981	0.009	1.015889298	-9999	0	-9999		
09	03	1981	22.329	1.015889298	-9999	0	-9999		
10	03	1981	11.673	1.015889298	-9999	0	-9999		
11	03	1981	4.815	1.015889298	-9999	0	-9999		
12	03	1981	3.056	1.015889298	42.65	0	-9999		
13	03	1981	5.55	1.015889298	-9999	0	-9999		
14	03	1981	4.229	1.015889298	-9999	0	-9999		
15	03	1981	0.211	1.015889298	-9999	0	-9999		
16	03	1981	2.787	1.015889298	-9999	0	-9999		
17	03	1981	1.269	1.015889298	-9999	0	-9999		
18	03	1981	0.21	1.015889298	-9999	0	-9999		
19	03	1981	0.002	1.015889298	42.03	0	-9999		
20	03	1981	2.434	1.015889298	-9999	0	-9999		
21	03	1981	2.704	1.015889298	-9999	0	-9999		
22	03	1981	2.98	1.015889298	-9999	0	-9999		
23	03	1981	6.622	1.015889298	-9999	0	-9999		
24	03	1981	2.748	1.015889298	-9999	0	-9999		
25	03	1981	3.032	1.015889298	-9999	0	-9999		
26	03	1981	0.452	1.015889298	41.68	0	-9999		
27	03	1981	0.004	1.015889298	-9999	0	-9999		
28	03	1981	0	1.015889298	-9999	0	-9999		
29	03	1981	7.089	1.015889298	-9999	0	-9999		
30	03	1981	0.037	1.015889298	-9999	0	-9999		
31	03	1981	5.988	1.015889298	-9999	0	-9999		
01	04	1981	0.86	1.51232711	-9999	0	-9999		
02	04	1981	0.001	1.51232711	41.5	0	-9999		
03	04	1981	0.005	1.51232711	-9999	0	-9999		
04	04	1981	0	1.51232711	-9999	0	-9999		
05	04	1981	0.186	1.51232711	-9999	0	-9999		
06	04	1981	1.911	1.51232711	-9999	0	-9999		
07	04	1981	0.004	1.51232711	-9999	0	-9999		
08	04	1981	0.201	1.51232711	-9999	0	-9999		
09	04	1981	0.001	1.51232711	41.28	0	-9999		
10	04	1981	3.049	1.51232711	-9999	0	-9999		
11	04	1981	5.683	1.51232711	-9999	0	-9999		
12	04	1981	0.161	1.51232711	-9999	0	-9999		
13	04	1981	0	1.51232711	-9999	0	-9999		
14	04	1981	0	1.51232711	-9999	0	-9999		
15	04	1981	0	1.51232711	41.08	0	-9999		
16	04	1981	0	1.51232711	-9999	0	-9999		
17	04	1981	0	1.51232711	-9999	0	-9999		
18	04	1981	0	1.51232711	-9999	0	-9999		
19	04	1981	0.001	1.51232711	-9999	0	-9999		
20	04	1981	0	1.51232711	-9999	0	-9999		
21	04	1981	0.002	1.51232711	-9999	0	-9999		
22	04	1981	2.963	1.51232711	-9999	0	-9999		
23	04	1981	2.315	1.51232711	40.84	0	-9999		
24	04	1981	27.361	1.51232711	-9999	0	-9999		
25	04	1981	23.697	1.51232711	-9999	0	-9999		
26	04	1981	13.256	1.51232711	-9999	0	-9999		
27	04	1981	0.152	1.51232711	-9999	0	-9999		
28	04	1981	3.077	1.51232711	-9999	0	-9999		
29	04	1981	0.609	1.51232711	-9999	0	-9999		
30	04	1981	2.152	1.51232711	42.29	0	-9999		
01	05	1981	0.003	2.406572705	-9999	0	-9999		
02	05	1981	0.013	2.406572705	-9999	0	-9999		
03	05	1981	3.11	2.406572705	-9999	0	-9999		
04	05	1981	0.062	2.406572705	-9999	0	-9999		
05	05	1981	1.939	2.406572705	-9999	0	-9999		
06	05	1981	0.088	2.406572705	-9999	0	-9999		
07	05	1981	2.206	2.406572705	41.58	0	-9999		
08	05	1981	0.005	2.406572705	-9999	0	-9999		
09	05	1981	7.695	2.406572705	-9999	0	-9999		
10	05	1981	0.059	2.406572705	-9999	0	-9999		
11	05	1981	0	2.406572705	-9999	0	-9999		
12	05	1981	0	2.406572705	-9999	0	-9999		
13	05	1981	0	2.406572705	-9999	0	-9999		
14	05	1981	0.001	2.406572705	41.2	0	-9999		
15	05	1981	6.302	2.406572705	-9999	0	-9999		
16	05	1981	1.172	2.406572705	-9999	0	-9999		
17	05	1981	1.688	2.406572705	-9999	0	-9999		
18	05	1981	1.236	2.406572705	-9999	0	-9999		
19	05	1981	0.037	2.406572705	-9999	0	-9999		
20	05	1981	8.52	2.406572705	-9999	0	-9999		
21	05	1981	9.061	2.406572705	40.98	0	-9999		
22	05	1981	1.666	2.406572705	-9999	0	-9999		
23	05	1981	1.975	2.406572705	-9999	0	-9999		
24	05	1981	1.688	2.406572705	-9999	0	-9999		
25	05	1981	11.035	2.406572705	-9999	0	-9999		
26	05	1981	0.273	2.406572705	-9999	0	-9999		
27	05	1981	8.327	2.406572705	-9999	0	-9999		
28	05	1981	1.813	2.406572705	-9999	0	-9999		
29	05	1981	0.002	2.406572705	-9999	0	-9999		
30	05	1981	0	2.406572705	-9999	0	-9999		
31	05	1981	0.727	2.406572705	-9999	0	-9999		
01	06	1981	10.915	2.275066	-9999	0	-9999		
02	06	1981	0.008	2.275066	-9999	0	-9999		
03	06	1981	0.005	2.275066	-9999	0	-9999		
04	06	1981	0	2.275066	41.09	0	-9999		
05	06	1981	0.008	2.275066	-9999	0	-9999		
06	06	1981	0.066	2.275066	-9999	0	-9999		
07	06	1981	2.428	2.275066	-9999	0	-9999		
08	06	1981	0.103	2.275066	-9999	0	-9999		
09	06	1981	0.085	2.275066	-9999	0	-9999		
10	06	1981	2.102	2.275066	-9999	0	-9999		
11	06	1981	1.032	2.275066	40.88	0	-9999		
12	06	1981	0	2.275066	-9999	0	-9999		
13	06	1981	0	2.275066	-9999	0	-9999		
14	06	1981	4.76	2.275066	-9999	0	-9999		
15	06	1981	0	2.275066	-9999	0	-9999		
16	06	1981	0	2.275066	-9999	0	-9999		
17	06	1981	0	2.275066	-9999	0	-9999		
18	06	1981	0	2.275066	40.72	0	-9999		
19	06	1981	1.007	2.275066	-9999	0	-9999		
20	06	1981	0.205	2.275066	-9999	0	-9999		
21	06	1981	0	2.275066	-9999	0	-9999		
22	06	1981	0	2.275066	-9999	0	-9999		
23	06	1981	1.761	2.275066	-9999	0	-9999		
24	06	1981	0.034	2.275066	-9999	0	-9999		
25	06	1981	0.825	2.275066	40.59	0	-9999		
26	06	1981	0.069	2.275066	-9999	0	-9999		
27	06	1981	0.263	2.275066	-9999	0	-9999		
28	06	1981	0.002	2.275066	-9999	0	-9999		
29	06	1981	0	2.275066	-9999	0	-9999		
30	06	1981	0	2.275066	-9999	0	-9999		
01	07	1981	0	2.357257691	-9999	0	-9999		
02	07	1981	0.004	2.357257691	40.46	0	-9999		
03	07	1981	0.264	2.357257691	-9999	0	-9999		
04	07	1981	0.003	2.357257691	-9999	0	-9999		
05	07	1981	0.033	2.357257691	-9999	0	-9999		
06	07	1981	0.001	2.357257691	-9999	0	-9999		
07	07	1981	0	2.357257691	-9999	0	-9999		
08	07	1981	9.262	2.357257691	-9999	0	-9999		
09	07	1981	3.163	2.357257691	40.37	0	-9999		
10	07	1981	2.251	2.357257691	-9999	0	-9999		
11	07	1981	0.007	2.357257691	-9999	0	-9999		
12	07	1981	0.001	2.357257691	-9999	0	-9999		
13	07	1981	0	2.357257691	-9999	0	-9999		
14	07	1981	0.002	2.357257691	-9999	0	-9999		
15	07	1981	0.008	2.357257691	-9999	0	-9999		
16	07	1981	4.43	2.357257691	40.2	0	-9999		
17	07	1981	2.199	2.357257691	-9999	0	-9999		
18	07	1981	0.112	2.357257691	-9999	0	-9999		
19	07	1981	0.07	2.357257691	-9999	0	-9999		
20	07	1981	0.006	2.357257691	-9999	0	-9999		
21	07	1981	3.663	2.357257691	-9999	0	-9999		
22	07	1981	0.896	2.357257691	-9999	0	-9999		
23	07	1981	8.08	2.357257691	-9999	0	-9999		
24	07	1981	0.189	2.357257691	-9999	0	-9999		
25	07	1981	0.004	2.357257691	-9999	0	-9999		
26	07	1981	0.033	2.357257691	-9999	0	-9999		
27	07	1981	0	2.357257691	-9999	0	-9999		
28	07	1981	0	2.357257691	-9999	0	-9999		
29	07	1981	0	2.357257691	-9999	0	-9999		
30	07	1981	0	2.357257691	-9999	0	-9999		
31	07	1981	0	2.357257691	-9999	0	-9999		
01	08	1981	0	2.054792269	-9999	0	-9999		
02	08	1981	0	2.054792269	-9999	0	-9999		
03	08	1981	0	2.054792269	-9999	0	-9999		
04	08	1981	0	2.054792269	-9999	0	-9999		
05	08	1981	21.053	2.054792269	-9999	0	-9999		
06	08	1981	16.119	2.054792269	-9999	0	-9999		
07	08	1981	4.373	2.054792269	-9999	0	-9999		
08	08	1981	5.851	2.054792269	-9999	0	-9999		
09	08	1981	0.486	2.054792269	-9999	0	-9999		
10	08	1981	0	2.054792269	-9999	0	-9999		
11	08	1981	0	2.054792269	-9999	0	-9999		
12	08	1981	0	2.054792269	-9999	0	-9999		
13	08	1981	0	2.054792269	40.47	0	-9999		
14	08	1981	0	2.054792269	-9999	0	-9999		
15	08	1981	0.022	2.054792269	-9999	0	-9999		
16	08	1981	0	2.054792269	-9999	0	-9999		
17	08	1981	0.833	2.054792269	-9999	0	-9999		
18	08	1981	2.233	2.054792269	-9999	0	-9999		
19	08	1981	3.137	2.054792269	-9999	0	-9999		
20	08	1981	0.001	2.054792269	-9999	0	-9999		
21	08	1981	0	2.054792269	-9999	0	-9999		
22	08	1981	0.291	2.054792269	-9999	0	-9999		
23	08	1981	0.034	2.054792269	-9999	0	-9999		
24	08	1981	0	2.054792269	-9999	0	-9999		
25	08	1981	0	2.054792269	-9999	0	-9999		
26	08	1981	0	2.054792269	-9999	0	-9999		
27	08	1981	0	2.054792269	-9999	0	-9999		
28	08	1981	0	2.054792269	-9999	0	-9999		
29	08	1981	0	2.054792269	-9999	0	-9999		
30	08	1981	0	2.054792269	-9999	0	-9999		
31	08	1981	0.036	2.054792269	-9999	0	-9999		
01	09	1981	0.034	1.821367867	-9999	0	-9999		
02	09	1981	0.003	1.821367867	-9999	0	-9999		
03	09	1981	0	1.821367867	39.93	0	-9999		
04	09	1981	0	1.821367867	-9999	0	-9999		
05	09	1981	0	1.821367867	-9999	0	-9999		
06	09	1981	0	1.821367867	-9999	0	-9999		
07	09	1981	0.916	1.821367867	-9999	0	-9999		
08	09	1981	0.185	1.821367867	-9999	0	-9999		
09	09	1981	0	1.821367867	-9999	0	-9999		
10	09	1981	8.134	1.821367867	39.69	0	-9999		
11	09	1981	5.471	1.821367867	-9999	0	-9999		
12	09	1981	0.003	1.821367867	-9999	0	-9999		
13	09	1981	0.014	1.821367867	-9999	0	-9999		
14	09	1981	15.679	1.821367867	-9999	0	-9999		
15	09	1981	0.011	1.821367867	-9999	0	-9999		
16	09	1981	1.872	1.821367867	-9999	0	-9999		
17	09	1981	2.832	1.821367867	39.96	0	-9999		
18	09	1981	1.856	1.821367867	-9999	0	-9999		
19	09	1981	15.781	1.821367867	-9999	0	-9999		
20	09	1981	0.001	1.821367867	-9999	0	-9999		
21	09	1981	1.755	1.821367867	-9999	0	-9999		
22	09	1981	0.005	1.821367867	-9999	0	-9999		
23	09	1981	2.982	1.821367867	-9999	0	-9999		
24	09	1981	0.811	1.821367867	40.19	0	-9999		
25	09	1981	16.349	1.821367867	-9999	0	-9999		
26	09	1981	3.545	1.821367867	-9999	0	-9999		
27	09	1981	0.008	1.821367867	-9999	0	-9999		
28	09	1981	0.444	1.821367867	-9999	0	-9999		
29	09	1981	18.938	1.821367867	-9999	0	-9999		
30	09	1981	0.197	1.821367867	-9999	0	-9999		
01	10	1981	0.455	0.828492243	40.72	0	-9999		
02	10	1981	0.007	0.828492243	-9999	0	-9999		
03	10	1981	6.907	0.828492243	-9999	0	-9999		
04	10	1981	0.001	0.828492243	-9999	0	-9999		
05	10	1981	0.482	0.828492243	-9999	0	-9999		
06	10	1981	5.089	0.828492243	-9999	0	-9999		
07	10	1981	4.701	0.828492243	-9999	0	-9999		
08	10	1981	0.299	0.828492243	40.84	0	-9999		
09	10	1981	4.137	0.828492243	-9999	0	-9999		
10	10	1981	1.75	0.828492243	-9999	0	-9999		
11	10	1981	0.679	0.828492243	-9999	0	-9999		
12	10	1981	0.291	0.828492243	-9999	0	-9999		
13	10	1981	0.184	0.828492243	-9999	0	-9999		
14	10	1981	0.002	0.828492243	-9999	0	-9999		
15	10	1981	0	0.828492243	40.78	0	-9999		
16	10	1981	0	0.828492243	-9999	0	-9999		
17	10	1981	0.001	0.828492243	-9999	0	-9999		
18	10	1981	1.263	0.828492243	-9999	0	-9999		
19	10	1981	16.408	0.828492243	-9999	0	-9999		
20	10	1981	0.009	0.828492243	-9999	0	-9999		
21	10	1981	0.001	0.828492243	-9999	0	-9999		
22	10	1981	0.069	0.828492243	40.79	0	-9999		
23	10	1981	1.191	0.828492243	-9999	0	-9999		
24	10	1981	8.27	0.828492243	-9999	0	-9999		
25	10	1981	0.169	0.828492243	-9999	0	-9999		
26	10	1981	0.853	0.828492243	-9999	0	-9999		
27	10	1981	0.016	0.828492243	-9999	0	-9999		
28	10	1981	1.078	0.828492243	-9999	0	-9999		
29	10	1981	0.123	0.828492243	-9999	0	-9999		
30	10	1981	4.388	0.828492243	-9999	0	-9999		
31	10	1981	0.001	0.828492243	-9999	0	-9999		
01	11	1981	0.346	0.542465159	-9999	0	-9999		
02	11	1981	0.139	0.542465159	-9999	0	-9999		
03	11	1981	0	0.542465159	-9999	0	-9999		
04	11	1981	0	0.542465159	-9999	0	-9999		
05	11	1981	0	0.542465159	40.84	0	-9999		
06	11	1981	0.001	0.542465159	-9999	0	-9999		
07	11	1981	0	0.542465159	-9999	0	-9999		
08	11	1981	0	0.542465159	-9999	0	-9999		
09	11	1981	0.003	0.542465159	-9999	0	-9999		
10	11	1981	0.464	0.542465159	-9999	0	-9999		
11	11	1981	0.242	0.542465159	-9999	0	-9999		
12	11	1981	0	0.542465159	40.73	0	-9999		
13	11	1981	0	0.542465159	-9999	0	-9999		
14	11	1981	0	0.542465159	-9999	0	-9999		
15	11	1981	2.68	0.542465159	-9999	0	-9999		
16	11	1981	0.01	0.542465159	-9999	0	-9999		
17	11	1981	0.375	0.542465159	-9999	0	-9999		
18	11	1981	2.08	0.542465159	-9999	0	-9999		
19	11	1981	2.698	0.542465159	40.62	0	-9999		
20	11	1981	0.331	0.542465159	-9999	0	-9999		
21	11	1981	0.008	0.542465159	-9999	0	-9999		
22	11	1981	0.001	0.542465159	-9999	0	-9999		
23	11	1981	4.774	0.542465159	-9999	0	-9999		
24	11	1981	0.002	0.542465159	-9999	0	-9999		
25	11	1981	0.279	0.542465159	-9999	0	-9999		
26	11	1981	1.441	0.542465159	40.53	0	-9999		
27	11	1981	2.002	0.542465159	-9999	0	-9999		
28	11	1981	0.012	0.542465159	-9999	0	-9999		
29	11	1981	3.013	0.542465159	-9999	0	-9999		
30	11	1981	6.163	0.542465159	-9999	0	-9999		
01	12	1981	0.102	0.118356035	-9999	0	-9999		
02	12	1981	0.001	0.118356035	-9999	0	-9999		
03	12	1981	1.487	0.118356035	40.53	0	-9999		
04	12	1981	0.856	0.118356035	-9999	0	-9999		
05	12	1981	0.995	0.118356035	-9999	0	-9999		
06	12	1981	2.895	0.118356035	-9999	0	-9999		
07	12	1981	0.642	0.118356035	-9999	0	-9999		
08	12	1981	0	0.118356035	-9999	0	-9999		
09	12	1981	0.103	0.118356035	-9999	0	-9999		
10	12	1981	0.01	0.118356035	40.74	0	-9999		
11	12	1981	0.008	0.118356035	-9999	0	-9999		
12	12	1981	0	0.118356035	-9999	0	-9999		
13	12	1981	12.267	0.118356035	-9999	0	-9999		
14	12	1981	12.829	0.118356035	-9999	0	-9999		
15	12	1981	0.01	0.118356035	-9999	0	-9999		
16	12	1981	0.001	0.118356035	-9999	0	-9999		
17	12	1981	0.001	0.118356035	40.81	0	-9999		
18	12	1981	0.015	0.118356035	-9999	0	-9999		
19	12	1981	0.008	0.118356035	-9999	0	-9999		
20	12	1981	14.752	0.118356035	-9999	0	-9999		
21	12	1981	1.018	0.118356035	-9999	0	-9999		
22	12	1981	0.151	0.118356035	-9999	0	-9999		
23	12	1981	3.145	0.118356035	-9999	0	-9999		
24	12	1981	0.004	0.118356035	-9999	0	-9999		
25	12	1981	0.002	0.118356035	-9999	0	-9999		
26	12	1981	0.021	0.118356035	-9999	0	-9999		
27	12	1981	1.679	0.118356035	-9999	0	-9999		
28	12	1981	0.988	0.118356035	-9999	0	-9999		
29	12	1981	6.339	0.118356035	-9999	0	-9999		
30	12	1981	0.038	0.118356035	-9999	0	-9999		
31	12	1981	0.337	0.118356035	-9999	0	-9999		
01	01	1982	1.198	0.295890087	-9999	0	-9999		
02	01	1982	7.55	0.295890087	-9999	0	-9999		
03	01	1982	2.242	0.295890087	-9999	0	-9999		
04	01	1982	6.327	0.295890087	-9999	0	-9999		
05	01	1982	4.891	0.295890087	-9999	0	-9999		
