NUMBER OF OBSERVATIONS								
19936								
DAY	MONTH	YEAR	RAIN	PET	GWL	ABS		
01	01	1966	1.585	0.381369445	26	0	-9999	
02	01	1966	1.877	0.381369445	-9999	0	-9999	
03	01	1966	0.008	0.381369445	-9999	0	-9999	
04	01	1966	0.368	0.381369445	-9999	0	-9999	
05	01	1966	0.014	0.381369445	-9999	0	-9999	
06	01	1966	0	0.381369445	-9999	0	-9999	
07	01	1966	0	0.381369445	-9999	0	-9999	
08	01	1966	0	0.381369445	-9999	0	-9999	
09	01	1966	0	0.381369445	-9999	0	-9999	
10	01	1966	0	0.381369445	-9999	0	-9999	
11	01	1966	0.003	0.381369445	-9999	0	-9999	
12	01	1966	0.401	0.381369445	-9999	0	-9999	
13	01	1966	0.083	0.381369445	-9999	0	-9999	
14	01	1966	0.541	0.381369445	-9999	0	-9999	
15	01	1966	1.643	0.381369445	-9999	0	-9999	
16	01	1966	3.661	0.381369445	-9999	0	-9999	
17	01	1966	0.074	0.381369445	-9999	0	-9999	
18	01	1966	0.013	0.381369445	-9999	0	-9999	
19	01	1966	0.025	0.381369445	-9999	0	-9999	
20	01	1966	3.344	0.381369445	-9999	0	-9999	
21	01	1966	0.099	0.381369445	-9999	0	-9999	
22	01	1966	0.86	0.381369445	-9999	0	-9999	
23	01	1966	0.783	0.381369445	-9999	0	-9999	
24	01	1966	0.254	0.381369445	-9999	0	-9999	
25	01	1966	0.383	0.381369445	-9999	0	-9999	
26	01	1966	1.719	0.381369445	-9999	0	-9999	
27	01	1966	3.734	0.381369445	-9999	0	-9999	
28	01	1966	1.506	0.381369445	-9999	0	-9999	
29	01	1966	1.766	0.381369445	-9999	0	-9999	
30	01	1966	2.072	0.381369445	-9999	0	-9999	
31	01	1966	0.341	0.381369445	-9999	0	-9999	
01	02	1966	0.024	0.618081514	-9999	0	-9999	
02	02	1966	0.058	0.618081514	-9999	0	-9999	
03	02	1966	0.438	0.618081514	-9999	0	-9999	
04	02	1966	1.686	0.618081514	-9999	0	-9999	
05	02	1966	0.253	0.618081514	-9999	0	-9999	
06	02	1966	3.187	0.618081514	-9999	0	-9999	
07	02	1966	10.253	0.618081514	-9999	0	-9999	
08	02	1966	11.47	0.618081514	-9999	0	-9999	
09	02	1966	1.302	0.618081514	-9999	0	-9999	
10	02	1966	5.453	0.618081514	-9999	0	-9999	
11	02	1966	0.669	0.618081514	-9999	0	-9999	
12	02	1966	0.227	0.618081514	-9999	0	-9999	
13	02	1966	0.12	0.618081514	-9999	0	-9999	
14	02	1966	0.102	0.618081514	-9999	0	-9999	
15	02	1966	0.005	0.618081514	-9999	0	-9999	
16	02	1966	0	0.618081514	-9999	0	-9999	
17	02	1966	0	0.618081514	-9999	0	-9999	
18	02	1966	11.812	0.618081514	-9999	0	-9999	
19	02	1966	14.044	0.618081514	-9999	0	-9999	
20	02	1966	4.394	0.618081514	-9999	0	-9999	
21	02	1966	0.501	0.618081514	-9999	0	-9999	
22	02	1966	0.269	0.618081514	-9999	0	-9999	
23	02	1966	0.005	0.618081514	-9999	0	-9999	
24	02	1966	5.011	0.618081514	-9999	0	-9999	
25	02	1966	5.931	0.618081514	-9999	0	-9999	
26	02	1966	1.415	0.618081514	-9999	0	-9999	
27	02	1966	0.013	0.618081514	-9999	0	-9999	
28	02	1966	0.001	0.618081514	-9999	0	-9999	
01	03	1966	0.946	1.255889035	-9999	0	-9999	
02	03	1966	1.907	1.255889035	-9999	0	-9999	
03	03	1966	0.805	1.255889035	-9999	0	-9999	
04	03	1966	0.92	1.255889035	-9999	0	-9999	
05	03	1966	0.016	1.255889035	-9999	0	-9999	
06	03	1966	0	1.255889035	-9999	0	-9999	
07	03	1966	0.003	1.255889035	-9999	0	-9999	
08	03	1966	0.454	1.255889035	-9999	0	-9999	
09	03	1966	2.243	1.255889035	-9999	0	-9999	
10	03	1966	1.553	1.255889035	-9999	0	-9999	
11	03	1966	0.463	1.255889035	-9999	0	-9999	
12	03	1966	0.138	1.255889035	-9999	0	-9999	
13	03	1966	0.001	1.255889035	-9999	0	-9999	
14	03	1966	0.001	1.255889035	-9999	0	-9999	
15	03	1966	0.009	1.255889035	-9999	0	-9999	
16	03	1966	0.007	1.255889035	-9999	0	-9999	
17	03	1966	0.246	1.255889035	-9999	0	-9999	
18	03	1966	0.002	1.255889035	-9999	0	-9999	
19	03	1966	0	1.255889035	-9999	0	-9999	
20	03	1966	0.001	1.255889035	-9999	0	-9999	
21	03	1966	0.002	1.255889035	-9999	0	-9999	
22	03	1966	0	1.255889035	-9999	0	-9999	
23	03	1966	1.048	1.255889035	-9999	0	-9999	
24	03	1966	1.593	1.255889035	-9999	0	-9999	
25	03	1966	0.486	1.255889035	-9999	0	-9999	
26	03	1966	3.584	1.255889035	-9999	0	-9999	
27	03	1966	2.758	1.255889035	-9999	0	-9999	
28	03	1966	1.194	1.255889035	-9999	0	-9999	
29	03	1966	0.047	1.255889035	-9999	0	-9999	
30	03	1966	1.544	1.255889035	-9999	0	-9999	
31	03	1966	0.222	1.255889035	-9999	0	-9999	
01	04	1966	1.069	1.486025769	-9999	0	-9999	
02	04	1966	5.09	1.486025769	-9999	0	-9999	
03	04	1966	1.105	1.486025769	-9999	0	-9999	
04	04	1966	0.002	1.486025769	-9999	0	-9999	
05	04	1966	4.101	1.486025769	-9999	0	-9999	
06	04	1966	2.281	1.486025769	-9999	0	-9999	
07	04	1966	2.038	1.486025769	-9999	0	-9999	
08	04	1966	0.133	1.486025769	-9999	0	-9999	
09	04	1966	4.464	1.486025769	-9999	0	-9999	
10	04	1966	0.999	1.486025769	-9999	0	-9999	
11	04	1966	0.235	1.486025769	-9999	0	-9999	
12	04	1966	0.081	1.486025769	-9999	0	-9999	
13	04	1966	0.009	1.486025769	-9999	0	-9999	
14	04	1966	1.995	1.486025769	-9999	0	-9999	
15	04	1966	7.623	1.486025769	-9999	0	-9999	
16	04	1966	0.993	1.486025769	-9999	0	-9999	
17	04	1966	0.787	1.486025769	-9999	0	-9999	
18	04	1966	7.016	1.486025769	-9999	0	-9999	
19	04	1966	5.828	1.486025769	-9999	0	-9999	
20	04	1966	1.8	1.486025769	-9999	0	-9999	
21	04	1966	0.846	1.486025769	-9999	0	-9999	
22	04	1966	7.367	1.486025769	-9999	0	-9999	
23	04	1966	0.112	1.486025769	-9999	0	-9999	
24	04	1966	0.385	1.486025769	-9999	0	-9999	
25	04	1966	0.003	1.486025769	-9999	0	-9999	
26	04	1966	0.001	1.486025769	-9999	0	-9999	
27	04	1966	0.071	1.486025769	-9999	0	-9999	
28	04	1966	0.005	1.486025769	-9999	0	-9999	
29	04	1966	0	1.486025769	-9999	0	-9999	
30	04	1966	0	1.486025769	-9999	0	-9999	
01	05	1966	0	2.78794215	-9999	0	-9999	
02	05	1966	0	2.78794215	-9999	0	-9999	
03	05	1966	0	2.78794215	-9999	0	-9999	
04	05	1966	5.543	2.78794215	-9999	0	-9999	
05	05	1966	6.035	2.78794215	-9999	0	-9999	
06	05	1966	5.05	2.78794215	-9999	0	-9999	
07	05	1966	0.048	2.78794215	-9999	0	-9999	
08	05	1966	2.816	2.78794215	-9999	0	-9999	
09	05	1966	0.74	2.78794215	-9999	0	-9999	
10	05	1966	0	2.78794215	-9999	0	-9999	
11	05	1966	3.631	2.78794215	-9999	0	-9999	
12	05	1966	0.028	2.78794215	-9999	0	-9999	
13	05	1966	0	2.78794215	-9999	0	-9999	
14	05	1966	0	2.78794215	-9999	0	-9999	
15	05	1966	0.001	2.78794215	-9999	0	-9999	
16	05	1966	0	2.78794215	-9999	0	-9999	
17	05	1966	6.012	2.78794215	-9999	0	-9999	
18	05	1966	1.374	2.78794215	-9999	0	-9999	
19	05	1966	0.737	2.78794215	-9999	0	-9999	
20	05	1966	0.147	2.78794215	-9999	0	-9999	
21	05	1966	0.007	2.78794215	-9999	0	-9999	
22	05	1966	3.187	2.78794215	-9999	0	-9999	
23	05	1966	0.002	2.78794215	-9999	0	-9999	
24	05	1966	2.227	2.78794215	-9999	0	-9999	
25	05	1966	2.567	2.78794215	-9999	0	-9999	
26	05	1966	0.001	2.78794215	-9999	0	-9999	
27	05	1966	0	2.78794215	-9999	0	-9999	
28	05	1966	0	2.78794215	-9999	0	-9999	
29	05	1966	0	2.78794215	-9999	0	-9999	
30	05	1966	0	2.78794215	-9999	0	-9999	
31	05	1966	0	2.78794215	-9999	0	-9999	
01	06	1966	0.194	3.050955561	-9999	0	-9999	
02	06	1966	0	3.050955561	-9999	0	-9999	
03	06	1966	0.001	3.050955561	-9999	0	-9999	
04	06	1966	0.003	3.050955561	-9999	0	-9999	
05	06	1966	0.048	3.050955561	-9999	0	-9999	
06	06	1966	0.053	3.050955561	-9999	0	-9999	
07	06	1966	0.386	3.050955561	-9999	0	-9999	
08	06	1966	0	3.050955561	-9999	0	-9999	
09	06	1966	0.002	3.050955561	-9999	0	-9999	
10	06	1966	0.002	3.050955561	-9999	0	-9999	
11	06	1966	0.75	3.050955561	-9999	0	-9999	
12	06	1966	0.341	3.050955561	-9999	0	-9999	
13	06	1966	0.024	3.050955561	-9999	0	-9999	
14	06	1966	0.012	3.050955561	-9999	0	-9999	
15	06	1966	3.343	3.050955561	-9999	0	-9999	
16	06	1966	2.82	3.050955561	-9999	0	-9999	
17	06	1966	22.24	3.050955561	-9999	0	-9999	
18	06	1966	0.084	3.050955561	-9999	0	-9999	
19	06	1966	1.218	3.050955561	-9999	0	-9999	
20	06	1966	9.494	3.050955561	-9999	0	-9999	
21	06	1966	1.146	3.050955561	-9999	0	-9999	
22	06	1966	12.154	3.050955561	-9999	0	-9999	
23	06	1966	2.518	3.050955561	-9999	0	-9999	
24	06	1966	2.908	3.050955561	-9999	0	-9999	
25	06	1966	7.277	3.050955561	-9999	0	-9999	
26	06	1966	8.522	3.050955561	-9999	0	-9999	
27	06	1966	3.329	3.050955561	-9999	0	-9999	
28	06	1966	0.066	3.050955561	-9999	0	-9999	
29	06	1966	0	3.050955561	-9999	0	-9999	
30	06	1966	0	3.050955561	-9999	0	-9999	
01	07	1966	0.002	2.656435445	-9999	0	-9999	
02	07	1966	0	2.656435445	-9999	0	-9999	
03	07	1966	0	2.656435445	-9999	0	-9999	
04	07	1966	0.028	2.656435445	-9999	0	-9999	
05	07	1966	0.652	2.656435445	-9999	0	-9999	
06	07	1966	0.089	2.656435445	-9999	0	-9999	
07	07	1966	0.471	2.656435445	-9999	0	-9999	
08	07	1966	0.022	2.656435445	-9999	0	-9999	
09	07	1966	0.253	2.656435445	-9999	0	-9999	
10	07	1966	7.532	2.656435445	-9999	0	-9999	
11	07	1966	0.004	2.656435445	-9999	0	-9999	
12	07	1966	0.003	2.656435445	-9999	0	-9999	
13	07	1966	0.011	2.656435445	-9999	0	-9999	
14	07	1966	0.582	2.656435445	-9999	0	-9999	
15	07	1966	4.106	2.656435445	-9999	0	-9999	
16	07	1966	0.161	2.656435445	-9999	0	-9999	
17	07	1966	4.913	2.656435445	-9999	0	-9999	
18	07	1966	6.004	2.656435445	-9999	0	-9999	
19	07	1966	1.917	2.656435445	-9999	0	-9999	
20	07	1966	10.629	2.656435445	-9999	0	-9999	
21	07	1966	1.906	2.656435445	-9999	0	-9999	
22	07	1966	0.002	2.656435445	-9999	0	-9999	
23	07	1966	0	2.656435445	-9999	0	-9999	
24	07	1966	8.632	2.656435445	-9999	0	-9999	
25	07	1966	0.004	2.656435445	-9999	0	-9999	
26	07	1966	6.89	2.656435445	-9999	0	-9999	
27	07	1966	0.211	2.656435445	-9999	0	-9999	
28	07	1966	9.425	2.656435445	-9999	0	-9999	
29	07	1966	1	2.656435445	-9999	0	-9999	
30	07	1966	9.439	2.656435445	-9999	0	-9999	
31	07	1966	6.523	2.656435445	-9999	0	-9999	
01	08	1966	5.311	2.561093084	-9999	0	-9999	
02	08	1966	3.768	2.561093084	-9999	0	-9999	
03	08	1966	0.741	2.561093084	-9999	0	-9999	
04	08	1966	1.525	2.561093084	-9999	0	-9999	
05	08	1966	0.066	2.561093084	-9999	0	-9999	
06	08	1966	4.713	2.561093084	-9999	0	-9999	
07	08	1966	1.674	2.561093084	-9999	0	-9999	
08	08	1966	2.777	2.561093084	-9999	0	-9999	
09	08	1966	4.82	2.561093084	-9999	0	-9999	
10	08	1966	0.565	2.561093084	-9999	0	-9999	
11	08	1966	1.78	2.561093084	-9999	0	-9999	
12	08	1966	0.404	2.561093084	-9999	0	-9999	
13	08	1966	0.019	2.561093084	-9999	0	-9999	
14	08	1966	0.001	2.561093084	-9999	0	-9999	
15	08	1966	0	2.561093084	-9999	0	-9999	
16	08	1966	0	2.561093084	-9999	0	-9999	
17	08	1966	0	2.561093084	-9999	0	-9999	
18	08	1966	0	2.561093084	-9999	0	-9999	
19	08	1966	0	2.561093084	-9999	0	-9999	
20	08	1966	0	2.561093084	-9999	0	-9999	
21	08	1966	3.703	2.561093084	-9999	0	-9999	
22	08	1966	0.615	2.561093084	-9999	0	-9999	
23	08	1966	0.012	2.561093084	-9999	0	-9999	
24	08	1966	1.191	2.561093084	-9999	0	-9999	
25	08	1966	0.403	2.561093084	-9999	0	-9999	
26	08	1966	0.083	2.561093084	-9999	0	-9999	
27	08	1966	0.004	2.561093084	-9999	0	-9999	
28	08	1966	0.523	2.561093084	-9999	0	-9999	
29	08	1966	15.857	2.561093084	-9999	0	-9999	
30	08	1966	21.97	2.561093084	-9999	0	-9999	
31	08	1966	0.355	2.561093084	-9999	0	-9999	
01	09	1966	0.868	1.919997896	-9999	0	-9999	
02	09	1966	1.363	1.919997896	-9999	0	-9999	
03	09	1966	0.002	1.919997896	-9999	0	-9999	
04	09	1966	3.113	1.919997896	-9999	0	-9999	
05	09	1966	0.008	1.919997896	-9999	0	-9999	
06	09	1966	0	1.919997896	-9999	0	-9999	
07	09	1966	0	1.919997896	-9999	0	-9999	
08	09	1966	0.001	1.919997896	-9999	0	-9999	
09	09	1966	0.001	1.919997896	-9999	0	-9999	
10	09	1966	0.126	1.919997896	-9999	0	-9999	
11	09	1966	0.147	1.919997896	-9999	0	-9999	
12	09	1966	0.223	1.919997896	-9999	0	-9999	
13	09	1966	0.266	1.919997896	-9999	0	-9999	
14	09	1966	5.795	1.919997896	-9999	0	-9999	
15	09	1966	2.582	1.919997896	-9999	0	-9999	
16	09	1966	0.01	1.919997896	-9999	0	-9999	
17	09	1966	0	1.919997896	-9999	0	-9999	
18	09	1966	0	1.919997896	-9999	0	-9999	
19	09	1966	0	1.919997896	-9999	0	-9999	
20	09	1966	0.019	1.919997896	-9999	0	-9999	
21	09	1966	0.009	1.919997896	-9999	0	-9999	
22	09	1966	0.009	1.919997896	-9999	0	-9999	
23	09	1966	0.001	1.919997896	-9999	0	-9999	
24	09	1966	0.001	1.919997896	-9999	0	-9999	
25	09	1966	0	1.919997896	-9999	0	-9999	
26	09	1966	0	1.919997896	-9999	0	-9999	
27	09	1966	0	1.919997896	-9999	0	-9999	
28	09	1966	0	1.919997896	-9999	0	-9999	
29	09	1966	1.974	1.919997896	-9999	0	-9999	
30	09	1966	5.12	1.919997896	-9999	0	-9999	
01	10	1966	9.701	0.936985275	-9999	0	-9999	
02	10	1966	8.833	0.936985275	-9999	0	-9999	
03	10	1966	12.86	0.936985275	-9999	0	-9999	
04	10	1966	3.711	0.936985275	-9999	0	-9999	
05	10	1966	0.072	0.936985275	-9999	0	-9999	
06	10	1966	0.6	0.936985275	-9999	0	-9999	
07	10	1966	0.267	0.936985275	-9999	0	-9999	
08	10	1966	0.061	0.936985275	-9999	0	-9999	
09	10	1966	0.214	0.936985275	-9999	0	-9999	
10	10	1966	3.239	0.936985275	-9999	0	-9999	
11	10	1966	0.031	0.936985275	-9999	0	-9999	
12	10	1966	0.005	0.936985275	-9999	0	-9999	
13	10	1966	0.178	0.936985275	-9999	0	-9999	
14	10	1966	0.968	0.936985275	-9999	0	-9999	
15	10	1966	4.88	0.936985275	-9999	0	-9999	
16	10	1966	1.367	0.936985275	-9999	0	-9999	
17	10	1966	3.066	0.936985275	-9999	0	-9999	
18	10	1966	9.153	0.936985275	-9999	0	-9999	
19	10	1966	2.235	0.936985275	-9999	0	-9999	
20	10	1966	0.228	0.936985275	-9999	0	-9999	
21	10	1966	0.011	0.936985275	-9999	0	-9999	
22	10	1966	7.08	0.936985275	-9999	0	-9999	
23	10	1966	0.207	0.936985275	-9999	0	-9999	
24	10	1966	0.413	0.936985275	-9999	0	-9999	
25	10	1966	0.182	0.936985275	-9999	0	-9999	
26	10	1966	0.48	0.936985275	-9999	0	-9999	
27	10	1966	2.78	0.936985275	-9999	0	-9999	
28	10	1966	2.323	0.936985275	-9999	0	-9999	
29	10	1966	2.624	0.936985275	-9999	0	-9999	
30	10	1966	0.375	0.936985275	-9999	0	-9999	
31	10	1966	1.892	0.936985275	-9999	0	-9999	
01	11	1966	0.945	0.667396529	-9999	0	-9999	
02	11	1966	0.663	0.667396529	-9999	0	-9999	
03	11	1966	0.595	0.667396529	-9999	0	-9999	
04	11	1966	0.009	0.667396529	-9999	0	-9999	
05	11	1966	8.66	0.667396529	-9999	0	-9999	
06	11	1966	1.079	0.667396529	-9999	0	-9999	
07	11	1966	1.23	0.667396529	-9999	0	-9999	
08	11	1966	0.454	0.667396529	-9999	0	-9999	
09	11	1966	0.024	0.667396529	-9999	0	-9999	
10	11	1966	0.005	0.667396529	-9999	0	-9999	
11	11	1966	0.265	0.667396529	-9999	0	-9999	
12	11	1966	3.837	0.667396529	-9999	0	-9999	
13	11	1966	5.799	0.667396529	-9999	0	-9999	
14	11	1966	1.019	0.667396529	-9999	0	-9999	
15	11	1966	4.56	0.667396529	-9999	0	-9999	
16	11	1966	16.8	0.667396529	-9999	0	-9999	
17	11	1966	4.739	0.667396529	-9999	0	-9999	
18	11	1966	2.957	0.667396529	-9999	0	-9999	
19	11	1966	3.518	0.667396529	-9999	0	-9999	
20	11	1966	3.857	0.667396529	-9999	0	-9999	
21	11	1966	5.524	0.667396529	-9999	0	-9999	
22	11	1966	6.533	0.667396529	-9999	0	-9999	
23	11	1966	0.654	0.667396529	-9999	0	-9999	
24	11	1966	0.203	0.667396529	-9999	0	-9999	
25	11	1966	1.705	0.667396529	-9999	0	-9999	
26	11	1966	1.509	0.667396529	-9999	0	-9999	
27	11	1966	3.65	0.667396529	-9999	0	-9999	
28	11	1966	0.015	0.667396529	-9999	0	-9999	
29	11	1966	4.203	0.667396529	-9999	0	-9999	
30	11	1966	1.49	0.667396529	-9999	0	-9999	
01	12	1966	6.892	0.509588483	-9999	0	-9999	
02	12	1966	2.055	0.509588483	-9999	0	-9999	
03	12	1966	0.435	0.509588483	-9999	0	-9999	
04	12	1966	0.009	0.509588483	-9999	0	-9999	
05	12	1966	6.54	0.509588483	-9999	0	-9999	
06	12	1966	1.102	0.509588483	-9999	0	-9999	
07	12	1966	6.305	0.509588483	-9999	0	-9999	
08	12	1966	0.761	0.509588483	-9999	0	-9999	
09	12	1966	12.702	0.509588483	-9999	0	-9999	
10	12	1966	0.528	0.509588483	-9999	0	-9999	
11	12	1966	6.494	0.509588483	-9999	0	-9999	
12	12	1966	2.807	0.509588483	-9999	0	-9999	
13	12	1966	0.487	0.509588483	-9999	0	-9999	
14	12	1966	0.071	0.509588483	-9999	0	-9999	
15	12	1966	0.462	0.509588483	-9999	0	-9999	
16	12	1966	1.641	0.509588483	-9999	0	-9999	
17	12	1966	0.05	0.509588483	-9999	0	-9999	
18	12	1966	1.046	0.509588483	-9999	0	-9999	
19	12	1966	1.998	0.509588483	-9999	0	-9999	
20	12	1966	0.068	0.509588483	-9999	0	-9999	
21	12	1966	3.395	0.509588483	-9999	0	-9999	
22	12	1966	0.191	0.509588483	-9999	0	-9999	
23	12	1966	7.348	0.509588483	-9999	0	-9999	
24	12	1966	2.363	0.509588483	-9999	0	-9999	
25	12	1966	0.004	0.509588483	-9999	0	-9999	
26	12	1966	0.076	0.509588483	-9999	0	-9999	
27	12	1966	1.734	0.509588483	-9999	0	-9999	
28	12	1966	4.057	0.509588483	-9999	0	-9999	
29	12	1966	3.23	0.509588483	-9999	0	-9999	
30	12	1966	8.044	0.509588483	-9999	0	-9999	
31	12	1966	1.091	0.509588483	-9999	0	-9999	
01	01	1967	0.02	0.371506442	-9999	0	-9999	
02	01	1967	0.001	0.371506442	-9999	0	-9999	
03	01	1967	0.003	0.371506442	-9999	0	-9999	
04	01	1967	0.874	0.371506442	-9999	0	-9999	
05	01	1967	2.857	0.371506442	-9999	0	-9999	
06	01	1967	1.563	0.371506442	-9999	0	-9999	
07	01	1967	0.095	0.371506442	-9999	0	-9999	
08	01	1967	0.034	0.371506442	-9999	0	-9999	
09	01	1967	0.026	0.371506442	-9999	0	-9999	
10	01	1967	2.264	0.371506442	-9999	0	-9999	
11	01	1967	0.031	0.371506442	-9999	0	-9999	
12	01	1967	0.029	0.371506442	-9999	0	-9999	
13	01	1967	0.022	0.371506442	-9999	0	-9999	
14	01	1967	0.03	0.371506442	-9999	0	-9999	
15	01	1967	0.039	0.371506442	-9999	0	-9999	
16	01	1967	0	0.371506442	-9999	0	-9999	
17	01	1967	0.644	0.371506442	-9999	0	-9999	
18	01	1967	1.556	0.371506442	-9999	0	-9999	
19	01	1967	0.433	0.371506442	-9999	0	-9999	
20	01	1967	1.712	0.371506442	-9999	0	-9999	
21	01	1967	0.049	0.371506442	-9999	0	-9999	
22	01	1967	4.189	0.371506442	-9999	0	-9999	
23	01	1967	0.921	0.371506442	-9999	0	-9999	
24	01	1967	0.804	0.371506442	-9999	0	-9999	
25	01	1967	3.738	0.371506442	-9999	0	-9999	
26	01	1967	0.3	0.371506442	-9999	0	-9999	
27	01	1967	6.55	0.371506442	-9999	0	-9999	
28	01	1967	4.175	0.371506442	-9999	0	-9999	
29	01	1967	0.043	0.371506442	-9999	0	-9999	
30	01	1967	0.001	0.371506442	-9999	0	-9999	
31	01	1967	0.099	0.371506442	-9999	0	-9999	
01	02	1967	7.883	0.756163555	-9999	0	-9999	
02	02	1967	0.044	0.756163555	-9999	0	-9999	
03	02	1967	0.003	0.756163555	-9999	0	-9999	
04	02	1967	0	0.756163555	-9999	0	-9999	
05	02	1967	0.028	0.756163555	-9999	0	-9999	
06	02	1967	0.023	0.756163555	-9999	0	-9999	
07	02	1967	0.058	0.756163555	-9999	0	-9999	
08	02	1967	0.4	0.756163555	-9999	0	-9999	
09	02	1967	0.003	0.756163555	-9999	0	-9999	
10	02	1967	0.148	0.756163555	-9999	0	-9999	
11	02	1967	0.018	0.756163555	-9999	0	-9999	
12	02	1967	0.004	0.756163555	-9999	0	-9999	
13	02	1967	0.003	0.756163555	-9999	0	-9999	
14	02	1967	0	0.756163555	-9999	0	-9999	
15	02	1967	0.568	0.756163555	-9999	0	-9999	
16	02	1967	1.522	0.756163555	-9999	0	-9999	
17	02	1967	3.369	0.756163555	-9999	0	-9999	
18	02	1967	4.65	0.756163555	-9999	0	-9999	
19	02	1967	2.362	0.756163555	-9999	0	-9999	
20	02	1967	10.923	0.756163555	-9999	0	-9999	
21	02	1967	0.199	0.756163555	-9999	0	-9999	
22	02	1967	0.988	0.756163555	-9999	0	-9999	
23	02	1967	0.41	0.756163555	-9999	0	-9999	
24	02	1967	0.024	0.756163555	-9999	0	-9999	
25	02	1967	1.061	0.756163555	-9999	0	-9999	
26	02	1967	0.949	0.756163555	-9999	0	-9999	
27	02	1967	12.314	0.756163555	-9999	0	-9999	
28	02	1967	1.36	0.756163555	-9999	0	-9999	
01	03	1967	0.048	1.703011832	-9999	0	-9999	
02	03	1967	0	1.703011832	-9999	0	-9999	
03	03	1967	0	1.703011832	-9999	0	-9999	
04	03	1967	0.065	1.703011832	-9999	0	-9999	
05	03	1967	0.006	1.703011832	-9999	0	-9999	
06	03	1967	0	1.703011832	-9999	0	-9999	
07	03	1967	0.249	1.703011832	-9999	0	-9999	
08	03	1967	12.133	1.703011832	-9999	0	-9999	
09	03	1967	3.493	1.703011832	-9999	0	-9999	
10	03	1967	0.113	1.703011832	-9999	0	-9999	
11	03	1967	0.088	1.703011832	-9999	0	-9999	
12	03	1967	0.005	1.703011832	-9999	0	-9999	
13	03	1967	0.33	1.703011832	-9999	0	-9999	
14	03	1967	0.008	1.703011832	-9999	0	-9999	
15	03	1967	0.001	1.703011832	-9999	0	-9999	
16	03	1967	0.019	1.703011832	-9999	0	-9999	
17	03	1967	0.008	1.703011832	-9999	0	-9999	
18	03	1967	0.06	1.703011832	-9999	0	-9999	
19	03	1967	0.003	1.703011832	-9999	0	-9999	
20	03	1967	0.001	1.703011832	-9999	0	-9999	
21	03	1967	0	1.703011832	-9999	0	-9999	
22	03	1967	0.103	1.703011832	-9999	0	-9999	
23	03	1967	0.007	1.703011832	-9999	0	-9999	
24	03	1967	0.007	1.703011832	-9999	0	-9999	
25	03	1967	2.426	1.703011832	-9999	0	-9999	
26	03	1967	0.276	1.703011832	-9999	0	-9999	
27	03	1967	0.046	1.703011832	-9999	0	-9999	
28	03	1967	0.666	1.703011832	-9999	0	-9999	
29	03	1967	0.084	1.703011832	-9999	0	-9999	
30	03	1967	0.113	1.703011832	-9999	0	-9999	
31	03	1967	0.204	1.703011832	-9999	0	-9999	
01	04	1967	2.899	1.76218985	-9999	0	-9999	
02	04	1967	3.788	1.76218985	-9999	0	-9999	
03	04	1967	0.221	1.76218985	-9999	0	-9999	
04	04	1967	0.015	1.76218985	-9999	0	-9999	
05	04	1967	6.485	1.76218985	-9999	0	-9999	
06	04	1967	9.119	1.76218985	-9999	0	-9999	
07	04	1967	2.571	1.76218985	-9999	0	-9999	
08	04	1967	0.976	1.76218985	-9999	0	-9999	
09	04	1967	0.147	1.76218985	-9999	0	-9999	
10	04	1967	15.181	1.76218985	-9999	0	-9999	
11	04	1967	0.786	1.76218985	-9999	0	-9999	
12	04	1967	3.96	1.76218985	-9999	0	-9999	
13	04	1967	2.925	1.76218985	-9999	0	-9999	
14	04	1967	0.057	1.76218985	-9999	0	-9999	
15	04	1967	0	1.76218985	-9999	0	-9999	
16	04	1967	0	1.76218985	-9999	0	-9999	
17	04	1967	0	1.76218985	-9999	0	-9999	
18	04	1967	0.014	1.76218985	-9999	0	-9999	
19	04	1967	0.221	1.76218985	-9999	0	-9999	
20	04	1967	1.97	1.76218985	-9999	0	-9999	
21	04	1967	0.678	1.76218985	-9999	0	-9999	
22	04	1967	5.178	1.76218985	-9999	0	-9999	
23	04	1967	0.028	1.76218985	-9999	0	-9999	
24	04	1967	8.489	1.76218985	-9999	0	-9999	
25	04	1967	0.362	1.76218985	-9999	0	-9999	
26	04	1967	0	1.76218985	-9999	0	-9999	
27	04	1967	0.001	1.76218985	-9999	0	-9999	
28	04	1967	0.162	1.76218985	-9999	0	-9999	
29	04	1967	0.049	1.76218985	-9999	0	-9999	
30	04	1967	0	1.76218985	-9999	0	-9999	
01	05	1967	2.011	2.633421772	-9999	0	-9999	
02	05	1967	0.316	2.633421772	-9999	0	-9999	
03	05	1967	3.538	2.633421772	-9999	0	-9999	
04	05	1967	0.844	2.633421772	-9999	0	-9999	
05	05	1967	7.263	2.633421772	-9999	0	-9999	
06	05	1967	1.54	2.633421772	-9999	0	-9999	
07	05	1967	1.669	2.633421772	-9999	0	-9999	
08	05	1967	0.08	2.633421772	-9999	0	-9999	
09	05	1967	0.002	2.633421772	-9999	0	-9999	
10	05	1967	0	2.633421772	-9999	0	-9999	
11	05	1967	2.037	2.633421772	-9999	0	-9999	
12	05	1967	13.146	2.633421772	-9999	0	-9999	
13	05	1967	5.872	2.633421772	-9999	0	-9999	
14	05	1967	6.875	2.633421772	-9999	0	-9999	
15	05	1967	1.196	2.633421772	-9999	0	-9999	
16	05	1967	0.803	2.633421772	-9999	0	-9999	
17	05	1967	1.842	2.633421772	-9999	0	-9999	
